"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010",,,"0","Units",,,2480.247,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011",,,"0","Units",,,2474.501,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011",,,"0","Units",,,2456.186,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q3","Q3-2011",,,"0","Units",,,2479.362,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q4","Q4-2011",,,"0","Units",,,2545.85,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q1","Q1-2012",,,"0","Units",,,2592.188,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q2","Q2-2012",,,"0","Units",,,2659.327,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q3","Q3-2012",,,"0","Units",,,2662.404,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q4","Q4-2012",,,"0","Units",,,2795.481,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q1","Q1-2013",,,"0","Units",,,2844.47,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q2","Q2-2013",,,"0","Units",,,2878.734,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q3","Q3-2013",,,"0","Units",,,2827.399,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q4","Q4-2013",,,"0","Units",,,2808.597,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q1","Q1-2014",,,"0","Units",,,2986.993,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q2","Q2-2014",,,"0","Units",,,3000.735,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q3","Q3-2014",,,"0","Units",,,3030.134,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q4","Q4-2014",,,"0","Units",,,3086.838,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q1","Q1-2015",,,"0","Units",,,3037.828,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q2","Q2-2015",,,"0","Units",,,3083.519,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q3","Q3-2015",,,"0","Units",,,3066.84,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q4","Q4-2015",,,"0","Units",,,3026.413,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q1","Q1-2016",,,"0","Units",,,3020.201,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q2","Q2-2016",,,"0","Units",,,2953.131,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q3","Q3-2016",,,"0","Units",,,2948.12,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q4","Q4-2016",,,"0","Units",,,2968.147,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q1","Q1-2017",,,"0","Units",,,2820.705,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q2","Q2-2017",,,"0","Units",,,2813.75,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q3","Q3-2017",,,"0","Units",,,2846.26,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q4","Q4-2017",,,"0","Units",,,2670.985,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q1","Q1-2018",,,"0","Units",,,2742.087,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q2","Q2-2018",,,"0","Units",,,2705.79,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q3","Q3-2018",,,"0","Units",,,2726.658,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q4","Q4-2018",,,"0","Units",,,2632.365,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019",,,"0","Units",,,2575.905,,
"FRA","France","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,2503.997,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q1","Q1-2000",,,"0","Units",,,36109.42,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q2","Q2-2000",,,"0","Units",,,36161.62,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q3","Q3-2000",,,"0","Units",,,36264.23,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q4","Q4-2000",,,"0","Units",,,36406.73,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q1","Q1-2001",,,"0","Units",,,36359.73,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q2","Q2-2001",,,"0","Units",,,36405.27,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q3","Q3-2001",,,"0","Units",,,36318.91,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q4","Q4-2001",,,"0","Units",,,36301.1,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q1","Q1-2002",,,"0","Units",,,36174.96,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q2","Q2-2002",,,"0","Units",,,36133.92,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q3","Q3-2002",,,"0","Units",,,36004.69,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q4","Q4-2002",,,"0","Units",,,35932.43,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q1","Q1-2003",,,"0","Units",,,35730.96,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q2","Q2-2003",,,"0","Units",,,35764.85,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q3","Q3-2003",,,"0","Units",,,35727.38,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q4","Q4-2003",,,"0","Units",,,35790.81,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q1","Q1-2004",,,"0","Units",,,35679.93,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q2","Q2-2004",,,"0","Units",,,35880.18,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q3","Q3-2004",,,"0","Units",,,35891.5,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q4","Q4-2004",,,"0","Units",,,36051.39,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q1","Q1-2005",,,"0","Units",,,36385.46,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q2","Q2-2005",,,"0","Units",,,36271.63,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q3","Q3-2005",,,"0","Units",,,36361.19,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q4","Q4-2005",,,"0","Units",,,36428.22,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q1","Q1-2006",,,"0","Units",,,36867.5,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q2","Q2-2006",,,"0","Units",,,37127.63,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q3","Q3-2006",,,"0","Units",,,37269.14,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q4","Q4-2006",,,"0","Units",,,37424.92,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q1","Q1-2007",,,"0","Units",,,37636.82,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q2","Q2-2007",,,"0","Units",,,37935.7,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q3","Q3-2007",,,"0","Units",,,38189.81,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q4","Q4-2007",,,"0","Units",,,38192.27,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q1","Q1-2008",,,"0","Units",,,38357.48,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q2","Q2-2008",,,"0","Units",,,38266.05,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q3","Q3-2008",,,"0","Units",,,38795.53,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2008-Q4","Q4-2008",,,"0","Units",,,38746.64,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q1","Q1-2009",,,"0","Units",,,38542.27,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q2","Q2-2009",,,"0","Units",,,38428.76,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q3","Q3-2009",,,"0","Units",,,38151.61,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2009-Q4","Q4-2009",,,"0","Units",,,38761.86,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q1","Q1-2010",,,"0","Units",,,37885.09,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q2","Q2-2010",,,"0","Units",,,37952.02,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q3","Q3-2010",,,"0","Units",,,38007.09,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2010-Q4","Q4-2010",,,"0","Units",,,38129.41,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q1","Q1-2011",,,"0","Units",,,38450.52,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q2","Q2-2011",,,"0","Units",,,38779.03,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q3","Q3-2011",,,"0","Units",,,38845.36,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2011-Q4","Q4-2011",,,"0","Units",,,39073.79,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q1","Q1-2012",,,"0","Units",,,38926.42,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q2","Q2-2012",,,"0","Units",,,39086.36,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q3","Q3-2012",,,"0","Units",,,39264.61,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2012-Q4","Q4-2012",,,"0","Units",,,39228.5,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q1","Q1-2013",,,"0","Units",,,39316.72,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q2","Q2-2013",,,"0","Units",,,39648.48,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q3","Q3-2013",,,"0","Units",,,39559.43,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2013-Q4","Q4-2013",,,"0","Units",,,39600.87,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q1","Q1-2014",,,"0","Units",,,39693.18,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q2","Q2-2014",,,"0","Units",,,39873.79,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q3","Q3-2014",,,"0","Units",,,39933.04,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2014-Q4","Q4-2014",,,"0","Units",,,39985.3,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q1","Q1-2015",,,"0","Units",,,40115.84,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q2","Q2-2015",,,"0","Units",,,40104.54,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q3","Q3-2015",,,"0","Units",,,40128.77,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2015-Q4","Q4-2015",,,"0","Units",,,40494.34,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q1","Q1-2016",,,"0","Units",,,41171.09,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q2","Q2-2016",,,"0","Units",,,41123.7,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q3","Q3-2016",,,"0","Units",,,41313.8,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2016-Q4","Q4-2016",,,"0","Units",,,41460.71,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q1","Q1-2017",,,"0","Units",,,41441.66,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q2","Q2-2017",,,"0","Units",,,41565.38,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q3","Q3-2017",,,"0","Units",,,41851.77,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2017-Q4","Q4-2017",,,"0","Units",,,41795.48,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q1","Q1-2018",,,"0","Units",,,41860.37,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q2","Q2-2018",,,"0","Units",,,41777.23,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q3","Q3-2018",,,"0","Units",,,41995.46,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2018-Q4","Q4-2018",,,"0","Units",,,42025.14,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q1","Q1-2019",,,"0","Units",,,42246.47,,
"DEU","Germany","LFEMTTTT","Employed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2019-Q2","Q2-2019",,,"0","Units",,,42275.09,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q1","Q1-2000",,,"0","Units",,,3162.354,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q2","Q2-2000",,,"0","Units",,,3076.598,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q3","Q3-2000",,,"0","Units",,,3030.461,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2000-Q4","Q4-2000",,,"0","Units",,,2991.491,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q1","Q1-2001",,,"0","Units",,,3025.988,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q2","Q2-2001",,,"0","Units",,,3062.431,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q3","Q3-2001",,,"0","Units",,,3123.836,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2001-Q4","Q4-2001",,,"0","Units",,,3225.214,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q1","Q1-2002",,,"0","Units",,,3267.573,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q2","Q2-2002",,,"0","Units",,,3371.472,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q3","Q3-2002",,,"0","Units",,,3492.007,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2002-Q4","Q4-2002",,,"0","Units",,,3620.664,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q1","Q1-2003",,,"0","Units",,,3760.272,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q2","Q2-2003",,,"0","Units",,,3854.939,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q3","Q3-2003",,,"0","Units",,,3872.827,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2003-Q4","Q4-2003",,,"0","Units",,,3863.075,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q1","Q1-2004",,,"0","Units",,,3845.955,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q2","Q2-2004",,,"0","Units",,,3849.081,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q3","Q3-2004",,,"0","Units",,,3951.75,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2004-Q4","Q4-2004",,,"0","Units",,,4033.059,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q1","Q1-2005",,,"0","Units",,,4415.826,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q2","Q2-2005",,,"0","Units",,,4622.511,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q3","Q3-2005",,,"0","Units",,,4655.25,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2005-Q4","Q4-2005",,,"0","Units",,,4589.613,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q1","Q1-2006",,,"0","Units",,,4469.844,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q2","Q2-2006",,,"0","Units",,,4286.034,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q3","Q3-2006",,,"0","Units",,,4125.779,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2006-Q4","Q4-2006",,,"0","Units",,,4100.042,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q1","Q1-2007",,,"0","Units",,,3766.247,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q2","Q2-2007",,,"0","Units",,,3622.349,,
"DEU","Germany","LFUNTTTT","Unemployed population, Aged 15 and over, All persons","STSA","Level, rate or quantity series, s.a.","Q","Quarterly","2007-Q3","Q3-2007",,,"0","Units",,,3561.543,,
